name,external_id
Redirect Access to Libraries,CAPEC-159
Dictionary-based Password Attack,CAPEC-16
Exploit Script-Based APIs,CAPEC-160
Infrastructure Manipulation,CAPEC-161
Manipulating Hidden Fields,CAPEC-162
Spear Phishing,CAPEC-163
Mobile Phishing,CAPEC-164
File Manipulation,CAPEC-165
Force the System to Reset Values,CAPEC-166
White Box Reverse Engineering,CAPEC-167
Windows ::DATA Alternate Data Stream,CAPEC-168
Footprinting,CAPEC-169
Using Malicious Files,CAPEC-17
Web Application Fingerprinting,CAPEC-170
DEPRECATED: Variable Manipulation,CAPEC-171
Action Spoofing,CAPEC-173
Flash Parameter Injection,CAPEC-174
Code Inclusion,CAPEC-175
Configuration/Environment Manipulation,CAPEC-176
Create files with the same name as files protected with a higher classification,CAPEC-177
Cross-Site Flashing,CAPEC-178
Calling Micro-Services Directly,CAPEC-179
XSS Targeting Non-Script Elements,CAPEC-18
Exploiting Incorrectly Configured Access Control Security Levels,CAPEC-180
Flash File Overlay,CAPEC-181
Flash Injection,CAPEC-182
IMAP/SMTP Command Injection,CAPEC-183
Software Integrity Attack,CAPEC-184
Malicious Software Download,CAPEC-185
Malicious Software Update,CAPEC-186
Malicious Automated Software Update via Redirection,CAPEC-187
Reverse Engineering,CAPEC-188
Black Box Reverse Engineering,CAPEC-189
Embedding Scripts within Scripts,CAPEC-19
Reverse Engineer an Executable to Expose Assumed Hidden Functionality,CAPEC-190
Read Sensitive Constants Within an Executable,CAPEC-191
Protocol Analysis,CAPEC-192
PHP Remote File Inclusion,CAPEC-193
Fake the Source of Data,CAPEC-194
Principal Spoof,CAPEC-195
Session Credential Falsification through Forging,CAPEC-196
Exponential Data Expansion,CAPEC-197
XSS Targeting Error Pages,CAPEC-198
XSS Using Alternate Syntax,CAPEC-199
Inducing Account Lockout,CAPEC-2
Encryption Brute Forcing,CAPEC-20
"Removal of filters: Input filters, output filters, data masking",CAPEC-200
Serialized Data External Linking,CAPEC-201
Create Malicious Client,CAPEC-202
Manipulate Registry Information,CAPEC-203
Lifting Sensitive Data Embedded in Cache,CAPEC-204
DEPRECATED: Lifting credential(s)/key material embedded in client distributions (thick or thin),CAPEC-205
Signing Malicious Code,CAPEC-206
Removing Important Client Functionality,CAPEC-207
Removing/short-circuiting 'Purse' logic: removing/mutating 'cash' decrements,CAPEC-208
XSS Using MIME Type Mismatch,CAPEC-209
Exploitation of Trusted Identifiers,CAPEC-21
"DEPRECATED: Leveraging web tools (e.g. Mozilla's GreaseMonkey, Firebug) to change application behavior",CAPEC-211
Functionality Misuse,CAPEC-212
DEPRECATED: Directory Traversal,CAPEC-213
"DEPRECATED: Fuzzing for garnering J2EE/.NET-based stack traces, for application mapping",CAPEC-214
Fuzzing for application mapping,CAPEC-215
Communication Channel Manipulation,CAPEC-216
Exploiting Incorrectly Configured SSL/TLS,CAPEC-217
Spoofing of UDDI/ebXML Messages,CAPEC-218
XML Routing Detour Attacks,CAPEC-219
Exploiting Trust in Client,CAPEC-22
Client-Server Protocol Manipulation,CAPEC-220
Data Serialization External Entities Blowup,CAPEC-221
iFrame Overlay,CAPEC-222
Fingerprinting,CAPEC-224
Session Credential Falsification through Manipulation,CAPEC-226
Sustained Client Engagement,CAPEC-227
DTD Injection,CAPEC-228
Serialized Data Parameter Blowup,CAPEC-229
File Content Injection,CAPEC-23
Serialized Data with Nested Payloads,CAPEC-230
Oversized Serialized Data Payloads,CAPEC-231
Privilege Escalation,CAPEC-233
Hijacking a privileged process,CAPEC-234
DEPRECATED: Implementing a callback to system routine (old AWT Queue),CAPEC-235
DEPRECATED: Catching exception throw/signal from privileged block,CAPEC-236
Escaping a Sandbox by Calling Code in Another Language,CAPEC-237
DEPRECATED: Using URL/codebase / G.A.C. (code source) to convince sandbox of privilege,CAPEC-238
"DEPRECATED: Subversion of Authorization Checks: Cache Filtering, Programmatic Security, etc.",CAPEC-239
Filter Failure through Buffer Overflow,CAPEC-24
Resource Injection,CAPEC-240
DEPRECATED: Code Injection,CAPEC-241
Code Injection,CAPEC-242
XSS Targeting HTML Attributes,CAPEC-243
XSS Targeting URI Placeholders,CAPEC-244
XSS Using Doubled Characters,CAPEC-245
DEPRECATED: XSS Using Flash,CAPEC-246
XSS Using Invalid Characters,CAPEC-247
Command Injection,CAPEC-248
DEPRECATED: Linux Terminal Injection,CAPEC-249
Forced Deadlock,CAPEC-25
XML Injection,CAPEC-250
Local Code Inclusion,CAPEC-251
PHP Local File Inclusion,CAPEC-252
Remote Code Inclusion,CAPEC-253
DEPRECATED: DTD Injection in a SOAP Message,CAPEC-254
SOAP Array Overflow,CAPEC-256
DEPRECATED: Abuse of Transaction Data Structure,CAPEC-257
DEPRECATED: Passively Sniffing and Capturing Application Code Bound for an Authorized Client During Dynamic Update,CAPEC-258
DEPRECATED: Passively Sniffing and Capturing Application Code Bound for an Authorized Client During Patching,CAPEC-259
Leveraging Race Conditions,CAPEC-26
DEPRECATED: Passively Sniffing and Capturing Application Code Bound for an Authorized Client During Initial Distribution,CAPEC-260
Fuzzing for garnering other adjacent user/sensitive data,CAPEC-261
Force Use of Corrupted Files,CAPEC-263
DEPRECATED: Environment Variable Manipulation,CAPEC-264
DEPRECATED: Global variable manipulation,CAPEC-265
DEPRECATED: Manipulate Canonicalization,CAPEC-266
Leverage Alternate Encoding,CAPEC-267
Audit Log Manipulation,CAPEC-268
DEPRECATED: Registry Manipulation,CAPEC-269
Leveraging Race Conditions via Symbolic Links,CAPEC-27
Modification of Registry Run Keys,CAPEC-270
Schema Poisoning,CAPEC-271
Protocol Manipulation,CAPEC-272
HTTP Response Smuggling,CAPEC-273
HTTP Verb Tampering,CAPEC-274
DNS Rebinding,CAPEC-275
Inter-component Protocol Manipulation,CAPEC-276
Data Interchange Protocol Manipulation,CAPEC-277
Web Services Protocol Manipulation,CAPEC-278
SOAP Manipulation,CAPEC-279
Fuzzing,CAPEC-28
DEPRECATED: SOAP Parameter Tampering,CAPEC-280
ICMP Echo Request Ping,CAPEC-285
TCP SYN Scan,CAPEC-287
DEPRECATED: ICMP Echo Request Ping,CAPEC-288
DEPRECATED: Infrastructure-based footprinting,CAPEC-289
Leveraging Time-of-Check and Time-of-Use (TOCTOU) Race Conditions,CAPEC-29
Enumerate Mail Exchange (MX) Records,CAPEC-290
DNS Zone Transfers,CAPEC-291
Host Discovery,CAPEC-292
Traceroute Route Enumeration,CAPEC-293
ICMP Address Mask Request,CAPEC-294
Timestamp Request,CAPEC-295
ICMP Information Request,CAPEC-296
TCP ACK Ping,CAPEC-297
UDP Ping,CAPEC-298
TCP SYN Ping,CAPEC-299
Using Leading 'Ghost' Character Sequences to Bypass Input Filters,CAPEC-3
Hijacking a Privileged Thread of Execution,CAPEC-30
Port Scanning,CAPEC-300
TCP Connect Scan,CAPEC-301
TCP FIN Scan,CAPEC-302
TCP Xmas Scan,CAPEC-303
TCP Null Scan,CAPEC-304
TCP ACK Scan,CAPEC-305
TCP Window Scan,CAPEC-306
TCP RPC Scan,CAPEC-307
UDP Scan,CAPEC-308
Network Topology Mapping,CAPEC-309
Accessing/Intercepting/Modifying HTTP Cookies,CAPEC-31
Scanning for Vulnerable Software,CAPEC-310
DEPRECATED: OS Fingerprinting,CAPEC-311
Active OS Fingerprinting,CAPEC-312
Passive OS Fingerprinting,CAPEC-313
DEPRECATED: IP Fingerprinting Probes,CAPEC-314
DEPRECATED: TCP/IP Fingerprinting Probes,CAPEC-315
DEPRECATED: ICMP Fingerprinting Probes,CAPEC-316
IP ID Sequencing Probe,CAPEC-317
IP 'ID' Echoed Byte-Order Probe,CAPEC-318
IP (DF) 'Don't Fragment Bit' Echoing Probe,CAPEC-319
XSS Through HTTP Query Strings,CAPEC-32
TCP Timestamp Probe,CAPEC-320
TCP Sequence Number Probe,CAPEC-321
TCP (ISN) Greatest Common Divisor Probe,CAPEC-322
TCP (ISN) Counter Rate Probe,CAPEC-323
TCP (ISN) Sequence Predictability Probe,CAPEC-324
TCP Congestion Control Flag (ECN) Probe,CAPEC-325
TCP Initial Window Size Probe,CAPEC-326
TCP Options Probe,CAPEC-327
TCP 'RST' Flag Checksum Probe,CAPEC-328
ICMP Error Message Quoting Probe,CAPEC-329
HTTP Request Smuggling,CAPEC-33
ICMP Error Message Echoing Integrity Probe,CAPEC-330
ICMP IP Total Length Field Probe,CAPEC-331
ICMP IP 'ID' Field Error Message Probe,CAPEC-332
HTTP Response Splitting,CAPEC-34
Leverage Executable Code in Non-Executable Files,CAPEC-35
Using Unpublished Interfaces or Functionality,CAPEC-36
Retrieve Embedded Sensitive Data,CAPEC-37
Leveraging/Manipulating Configuration File Search Paths,CAPEC-38
Harvesting Information via API Event Monitoring,CAPEC-383
Application API Message Manipulation via Man-in-the-Middle,CAPEC-384
Transaction or Event Tampering via Application API Manipulation,CAPEC-385
Application API Navigation Remapping,CAPEC-386
Navigation Remapping To Propagate Malicious Content,CAPEC-387
Application API Button Hijacking,CAPEC-388
Content Spoofing Via Application API Manipulation,CAPEC-389
Manipulating Opaque Client-based Data Tokens,CAPEC-39
Bypassing Physical Security,CAPEC-390
Bypassing Physical Locks,CAPEC-391
Lock Bumping,CAPEC-392
Lock Picking,CAPEC-393
Using a Snap Gun Lock to Force a Lock,CAPEC-394
Bypassing Electronic Locks and Access Controls,CAPEC-395
DEPRECATED: Bypassing Card or Badge-Based Systems,CAPEC-396
Cloning Magnetic Strip Cards,CAPEC-397
Magnetic Strip Card Brute Force Attacks,CAPEC-398
Cloning RFID Cards or Chips,CAPEC-399
Using Alternative IP Address Encodings,CAPEC-4
Manipulating Writeable Terminal Devices,CAPEC-40
RFID Chip Deactivation or Destruction,CAPEC-400
Physically Hacking Hardware,CAPEC-401
Bypassing ATA Password Security,CAPEC-402
DEPRECATED: Social Information Gathering Attacks,CAPEC-404
DEPRECATED: Social Information Gathering via Research,CAPEC-405
Dumpster Diving,CAPEC-406
Pretexting,CAPEC-407
DEPRECATED: Information Gathering from Traditional Sources,CAPEC-408
DEPRECATED: Information Gathering from Non-Traditional Sources,CAPEC-409
Using Meta-characters in E-mail Headers to Inject Malicious Payloads,CAPEC-41
Information Elicitation,CAPEC-410
DEPRECATED: Pretexting,CAPEC-411
Pretexting via Customer Service,CAPEC-412
Pretexting via Tech Support,CAPEC-413
Pretexting via Delivery Person,CAPEC-414
Pretexting via Phone,CAPEC-415
Manipulate Human Behavior,CAPEC-416
Influence Perception,CAPEC-417
Influence Perception of Reciprocation,CAPEC-418
DEPRECATED: Target Influence via Perception of Concession,CAPEC-419
MIME Conversion,CAPEC-42
Influence Perception of Scarcity,CAPEC-420
Influence Perception of Authority,CAPEC-421
Influence Perception of Commitment and Consistency,CAPEC-422
Influence Perception of Liking,CAPEC-423
Influence Perception of Consensus or Social Proof,CAPEC-424
Target Influence via Framing,CAPEC-425
Influence via Incentives,CAPEC-426
Influence via Psychological Principles,CAPEC-427
Influence via Modes of Thinking,CAPEC-428
Target Influence via Eye Cues,CAPEC-429
Exploiting Multiple Input Interpretation Layers,CAPEC-43
DEPRECATED:  Target Influence via Micro-Expressions,CAPEC-430
DEPRECATED:  Target Influence via Neuro-Linguistic Programming (NLP),CAPEC-431
DEPRECATED:  Target Influence via Voice in NLP,CAPEC-432
Target Influence via The Human Buffer Overflow,CAPEC-433
Target Influence via Interview and Interrogation,CAPEC-434
Target Influence via Instant Rapport,CAPEC-435
Modification During Manufacture,CAPEC-438
Manipulation During Distribution,CAPEC-439
Overflow Binary Resource File,CAPEC-44
Hardware Integrity Attack,CAPEC-440
Malicious Logic Insertion,CAPEC-441
Infected Software,CAPEC-442
Malicious Logic Inserted Into Product by Authorized Developer,CAPEC-443
Development Alteration,CAPEC-444
Malicious Logic Insertion into Product Software via Configuration Management Manipulation,CAPEC-445
Malicious Logic Insertion into Product via Inclusion of Third-Party Component,CAPEC-446
Design Alteration,CAPEC-447
Embed Virus into DLL,CAPEC-448
DEPRECATED: Malware Propagation via USB Stick,CAPEC-449
Buffer Overflow via Symbolic Links,CAPEC-45
DEPRECATED: Malware Propagation via USB U3 Autorun,CAPEC-450
DEPRECATED: Malware Propagation via Infected Peripheral Device,CAPEC-451
Infected Hardware,CAPEC-452
DEPRECATED: Malicious Logic Insertion via Counterfeit Hardware,CAPEC-453
DEPRECATED: Modification of Existing Components with Counterfeit Hardware,CAPEC-454
DEPRECATED: Malicious Logic Insertion via Inclusion of Counterfeit Hardware Components,CAPEC-455
Infected Memory,CAPEC-456
USB Memory Attacks,CAPEC-457
Flash Memory Attacks,CAPEC-458
Creating a Rogue Certification Authority Certificate,CAPEC-459
Overflow Variables and Tags,CAPEC-46
HTTP Parameter Pollution (HPP),CAPEC-460
Web Services API Signature Forgery Leveraging Hash Function Extension Weakness,CAPEC-461
Cross-Domain Search Timing,CAPEC-462
Padding Oracle Crypto Attack,CAPEC-463
Evercookie,CAPEC-464
Transparent Proxy Abuse,CAPEC-465
Leveraging Active Adversary in the Middle Attacks to Bypass Same Origin Policy,CAPEC-466
Cross Site Identification,CAPEC-467
Generic Cross-Browser Cross-Domain Theft,CAPEC-468
HTTP DoS,CAPEC-469
Buffer Overflow via Parameter Expansion,CAPEC-47
Expanding Control over the Operating System from the Database,CAPEC-470
Search Order Hijacking,CAPEC-471
Browser Fingerprinting,CAPEC-472
Signature Spoof,CAPEC-473
Signature Spoofing by Key Theft,CAPEC-474
Signature Spoofing by Improper Validation,CAPEC-475
Signature Spoofing by Misrepresentation,CAPEC-476
Signature Spoofing by Mixing Signed and Unsigned Content,CAPEC-477
Modification of Windows Service Configuration,CAPEC-478
Malicious Root Certificate,CAPEC-479
Passing Local Filenames to Functions That Expect a URL,CAPEC-48
Escaping Virtualization,CAPEC-480
Contradictory Destinations in Traffic Routing Schemes,CAPEC-481
TCP Flood,CAPEC-482
DEPRECATED: XML Client-Side Attack,CAPEC-484
Signature Spoofing by Key Recreation,CAPEC-485
UDP Flood,CAPEC-486
ICMP Flood,CAPEC-487
HTTP Flood,CAPEC-488
SSL Flood,CAPEC-489
Password Brute Forcing,CAPEC-49
Amplification,CAPEC-490
Quadratic Data Expansion,CAPEC-491
Regular Expression Exponential Blowup,CAPEC-492
SOAP Array Blowup,CAPEC-493
TCP Fragmentation,CAPEC-494
UDP Fragmentation,CAPEC-495
ICMP Fragmentation,CAPEC-496
File Discovery,CAPEC-497
Probe iOS Screenshots,CAPEC-498
Android Intent Intercept,CAPEC-499
Blue Boxing,CAPEC-5
Password Recovery Exploitation,CAPEC-50
WebView Injection,CAPEC-500
Android Activity Hijack,CAPEC-501
Intent Spoof,CAPEC-502
WebView Exposure,CAPEC-503
Task Impersonation,CAPEC-504
Scheme Squatting,CAPEC-505
Tapjacking,CAPEC-506
Physical Theft,CAPEC-507
Shoulder Surfing,CAPEC-508
Kerberoasting,CAPEC-509
Poison Web Service Registry,CAPEC-51
SaaS User Request Forgery,CAPEC-510
Infiltration of Software Development Environment,CAPEC-511
Hardware Component Substitution During Baselining,CAPEC-516
Documentation Alteration to Circumvent Dial-down,CAPEC-517
Documentation Alteration to Produce Under-performing Systems,CAPEC-518
Documentation Alteration to Cause Errors in System Design,CAPEC-519
Embedding NULL Bytes,CAPEC-52
Counterfeit Hardware Component Inserted During Product Assembly,CAPEC-520
Hardware Design Specifications Are Altered,CAPEC-521
Malicious Hardware Component Replacement,CAPEC-522
Malicious Software Implanted,CAPEC-523
Rogue Integration Procedures,CAPEC-524
XML Flood,CAPEC-528
Malware-Directed Internal Reconnaissance,CAPEC-529
"Postfix, Null Terminate, and Backslash",CAPEC-53
Provide Counterfeit Component,CAPEC-530
Hardware Component Substitution,CAPEC-531
Altered Installed BIOS,CAPEC-532
Malicious Manual Software Update,CAPEC-533
Malicious Hardware Update,CAPEC-534
Malicious Gray Market Hardware,CAPEC-535
Data Injected During Configuration,CAPEC-536
Infiltration of Hardware Development Environment,CAPEC-537
Open-Source Library Manipulation,CAPEC-538
ASIC With Malicious Functionality,CAPEC-539
Query System for Information,CAPEC-54
Overread Buffers,CAPEC-540
Application Fingerprinting,CAPEC-541
Targeted Malware,CAPEC-542
Counterfeit Websites,CAPEC-543
Counterfeit Organizations,CAPEC-544
Pull Data from System Resources,CAPEC-545
Incomplete Data Deletion in a Multi-Tenant Environment,CAPEC-546
Physical Destruction of Device or Component,CAPEC-547
Contaminate Resource,CAPEC-548
Local Execution of Code,CAPEC-549
Rainbow Table Password Cracking,CAPEC-55
Install New Service,CAPEC-550
Modify Existing Service,CAPEC-551
Install Rootkit ,CAPEC-552
Functionality Bypass,CAPEC-554
Remote Services with Stolen Credentials,CAPEC-555
Replace File Extension Handlers,CAPEC-556
DEPRECATED: Schedule Software To Run,CAPEC-557
Replace Trusted Executable,CAPEC-558
Orbital Jamming,CAPEC-559
DEPRECATED: Removing/short-circuiting 'guard logic',CAPEC-56
Use of Known Domain Credentials,CAPEC-560
Windows Admin Shares with Stolen Credentials,CAPEC-561
Modify Shared File,CAPEC-562
Add Malicious File to Shared Webroot,CAPEC-563
Run Software at Logon,CAPEC-564
Password Spraying,CAPEC-565
DEPRECATED: Dump Password Hashes,CAPEC-566
DEPRECATED: Obtain Data via Utilities,CAPEC-567
Capture Credentials via Keylogger,CAPEC-568
Collect Data as Provided by Users,CAPEC-569
Utilizing REST's Trust in the System Resource to Obtain Sensitive Data,CAPEC-57
DEPRECATED: Signature-Based Avoidance,CAPEC-570
Block Logging to Central Repository,CAPEC-571
Artificially Inflate File Sizes,CAPEC-572
Process Footprinting,CAPEC-573
Services Footprinting,CAPEC-574
Account Footprinting,CAPEC-575
Group Permission Footprinting,CAPEC-576
Owner Footprinting,CAPEC-577
Disable Security Software,CAPEC-578
Replace Winlogon Helper DLL,CAPEC-579
Restful Privilege Elevation,CAPEC-58
System Footprinting,CAPEC-580
Security Software Footprinting,CAPEC-581
Route Disabling,CAPEC-582
Disabling Network Hardware,CAPEC-583
BGP Route Disabling,CAPEC-584
DNS Domain Seizure,CAPEC-585
Object Injection,CAPEC-586
Cross Frame Scripting (XFS),CAPEC-587
DOM-Based XSS,CAPEC-588
DNS Blocking,CAPEC-589
Session Credential Falsification through Prediction,CAPEC-59
IP Address Blocking,CAPEC-590
Reflected XSS,CAPEC-591
Stored XSS,CAPEC-592
Session Hijacking,CAPEC-593
Traffic Injection,CAPEC-594
Connection Reset,CAPEC-595
TCP RST Injection,CAPEC-596
Absolute Path Traversal,CAPEC-597
DNS Spoofing,CAPEC-598
Terrestrial Jamming,CAPEC-599
Argument Injection,CAPEC-6
Reusing Session IDs (aka Session Replay),CAPEC-60
Credential Stuffing,CAPEC-600
Jamming,CAPEC-601
DEPRECATED: Degradation,CAPEC-602
Blockage,CAPEC-603
Wi-Fi Jamming,CAPEC-604
Cellular Jamming,CAPEC-605
Weakening of Cellular Encryption,CAPEC-606
Obstruction,CAPEC-607
Cryptanalysis of Cellular Encryption,CAPEC-608
Cellular Traffic Intercept,CAPEC-609
Session Fixation,CAPEC-61
Cellular Data Injection,CAPEC-610
BitSquatting,CAPEC-611
WiFi MAC Address Tracking,CAPEC-612
WiFi SSID Tracking,CAPEC-613
Rooting SIM Cards,CAPEC-614
Evil Twin Wi-Fi Attack,CAPEC-615
Establish Rogue Location,CAPEC-616
Cellular Rogue Base Station,CAPEC-617
Cellular Broadcast Message Request,CAPEC-618
Signal Strength Tracking,CAPEC-619
Cross Site Request Forgery,CAPEC-62
Drop Encryption Level,CAPEC-620
Analysis of Packet Timing and Sizes,CAPEC-621
Electromagnetic Side-Channel Attack,CAPEC-622
Compromising Emanations Attack,CAPEC-623
Hardware Fault Injection,CAPEC-624
Mobile Device Fault Injection,CAPEC-625
Smudge Attack,CAPEC-626
Counterfeit GPS Signals,CAPEC-627
Carry-Off GPS Attack,CAPEC-628
DEPRECATED: Unauthorized Use of Device Resources,CAPEC-629
Cross-Site Scripting (XSS),CAPEC-63
TypoSquatting,CAPEC-630
SoundSquatting,CAPEC-631
Homograph Attack via Homoglyphs,CAPEC-632
Token Impersonation,CAPEC-633
Probe Audio and Video Peripherals,CAPEC-634
Alternative Execution Due to Deceptive Filenames,CAPEC-635
Hiding Malicious Data or Code within Files,CAPEC-636
Collect Data from Clipboard,CAPEC-637
Altered Component Firmware,CAPEC-638
Probe System Files,CAPEC-639
Using Slashes and URL Encoding Combined to Bypass Validation Logic,CAPEC-64
Inclusion of Code in Existing Process,CAPEC-640
DLL Side-Loading,CAPEC-641
Replace Binaries,CAPEC-642
Identify Shared Files/Directories on System,CAPEC-643
Use of Captured Hashes (Pass The Hash),CAPEC-644
Use of Captured Tickets (Pass The Ticket),CAPEC-645
Peripheral Footprinting,CAPEC-646
Collect Data from Registries,CAPEC-647
Collect Data from Screen Capture,CAPEC-648
Adding a Space to a File Extension,CAPEC-649
Sniff Application Code,CAPEC-65
Upload a Web Shell to a Web Server,CAPEC-650
Eavesdropping,CAPEC-651
Use of Known Kerberos Credentials,CAPEC-652
Use of Known Operating System Credentials,CAPEC-653
Credential Prompt Impersonation,CAPEC-654
Avoid Security Tool Identification by Adding Data,CAPEC-655
Voice Phishing,CAPEC-656
Malicious Automated Software Update via Spoofing,CAPEC-657
SQL Injection,CAPEC-66
Root/Jailbreak Detection Evasion via Hooking,CAPEC-660
Root/Jailbreak Detection Evasion via Debugging,CAPEC-661
Adversary in the Browser (AiTB),CAPEC-662
Exploitation of Transient Instruction Execution,CAPEC-663
Server Side Request Forgery,CAPEC-664
Exploitation of Thunderbolt Protection Flaws,CAPEC-665
BlueSmacking,CAPEC-666
Bluetooth Impersonation AttackS (BIAS),CAPEC-667
Key Negotiation of Bluetooth Attack (KNOB),CAPEC-668
Alteration of a Software Update,CAPEC-669
String Format Overflow in syslog(),CAPEC-67
Software Development Tools Maliciously Altered,CAPEC-670
Requirements for ASIC Functionality Maliciously Altered,CAPEC-671
Malicious Code Implanted During Chip Programming,CAPEC-672
Developer Signing Maliciously Altered Software,CAPEC-673
Design for FPGA Maliciously Altered,CAPEC-674
Retrieve Data from Decommissioned Devices,CAPEC-675
NoSQL Injection,CAPEC-676
Server Motherboard Compromise,CAPEC-677
System Build Data Maliciously Altered,CAPEC-678
Exploitation of Improperly Configured or Implemented Memory Protections,CAPEC-679
Subvert Code-signing Facilities,CAPEC-68
Exploitation of Improperly Controlled Registers,CAPEC-680
Exploitation of Improperly Controlled Hardware Security Identifiers,CAPEC-681
Exploitation of Firmware or ROM Code with Unpatchable Vulnerabilities,CAPEC-682
Target Programs with Elevated Privileges,CAPEC-69
Metadata Spoofing,CAPEC-690
Spoof Open-Source Software Metadata,CAPEC-691
Spoof Version Control System Commit Metadata,CAPEC-692
StarJacking,CAPEC-693
System Location Discovery,CAPEC-694
Repo Jacking,CAPEC-695
Load Value Injection,CAPEC-696
DHCP Spoofing,CAPEC-697
Install Malicious Extension,CAPEC-698
Eavesdropping on a Monitor,CAPEC-699
Blind SQL Injection,CAPEC-7
Try Common or Default Usernames and Passwords,CAPEC-70
Network Boundary Bridging,CAPEC-700
Browser in the Middle (BiTM),CAPEC-701
Exploiting Incorrect Chaining or Granularity of Hardware Debug Components,CAPEC-702
Using Unicode Encoding to Bypass Validation Logic,CAPEC-71
URL Encoding,CAPEC-72
User-Controlled Filename,CAPEC-73
Manipulating State,CAPEC-74
Manipulating Writeable Configuration Files,CAPEC-75
Manipulating Web Input to File System Calls,CAPEC-76
Manipulating User-Controlled Variables,CAPEC-77
Using Escaped Slashes in Alternate Encoding,CAPEC-78
Using Slashes in Alternate Encoding,CAPEC-79
Buffer Overflow in an API Call,CAPEC-8
Using UTF-8 Encoding to Bypass Validation Logic,CAPEC-80
Web Server Logs Tampering,CAPEC-81
DEPRECATED: Violating Implicit Assumptions Regarding XML Content (aka XML Denial of Service (XDoS)),CAPEC-82
XPath Injection,CAPEC-83
XQuery Injection,CAPEC-84
AJAX Footprinting,CAPEC-85
XSS Through HTTP Headers,CAPEC-86
Forceful Browsing,CAPEC-87
OS Command Injection,CAPEC-88
Pharming,CAPEC-89
Buffer Overflow in Local Command-Line Utilities,CAPEC-9
Reflection Attack in Authentication Protocol,CAPEC-90
DEPRECATED: XSS in IMG Tags,CAPEC-91
Forced Integer Overflow,CAPEC-92
Log Injection-Tampering-Forging,CAPEC-93
Adversary in the Middle (AiTM),CAPEC-94
WSDL Scanning,CAPEC-95
Block Access to Libraries,CAPEC-96
Cryptanalysis,CAPEC-97
Phishing,CAPEC-98
DEPRECATED: XML Parser Attack,CAPEC-99
