name,external_id
NetDuke,S0037
Duqu,S0038
net.exe,S0039
Net,S0039
HUC Packet Transmit Tool,S0040
HTRAN,S0040
Wiper,S0041
LOWBALL,S0042
BUBBLEWRAP,S0043
Backdoor.APT.FakeWinHTTPHelper,S0043
JHUHUGIT,S0044
GAMEFISH,S0044
Sednit,S0044
JKEYSKW,S0044
Seduploader,S0044
Trojan.Sofacy,S0044
SofacyCarberp,S0044
ADVSTORESHELL,S0045
NETUI,S0045
Sedreco,S0045
EVILTOSS,S0045
AZZY,S0045
Cozer,S0046
CozyDuke,S0046
CozyBear,S0046
CozyCar,S0046
EuroAPT,S0046
Hacking Team UEFI Rootkit,S0047
PinchDuke,S0048
GeminiDuke,S0049
NemesisGemina,S0050
CosmicDuke,S0050
BotgenStudios,S0050
TinyBaron,S0050
MiniDuke,S0051
OnionDuke,S0052
SeaDesk,S0053
SeaDuke,S0053
SeaDaddy,S0053
CloudLook,S0054
CloudDuke,S0054
MiniDionis,S0054
RARSTONE,S0055
Net Crawler,S0056
NetC,S0056
Tasklist,S0057
SslMM,S0058
WinMM,S0059
Sys10,S0060
HDoor,S0061
Custom HDoor,S0061
NeD Worm,S0062
DustySky,S0062
SHOTPUT,S0063
Pirpi,S0063
Backdoor.APT.CookieCutter,S0063
ELMER,S0064
4H RAT,S0065
3PARA RAT,S0066
pngdowner,S0067
httpclient,S0068
BLACKCOFFEE,S0069
Token Control,S0070
HTTPBrowser,S0070
HttpDump,S0070
hcdLoader,S0071
OwaAuth,S0072
ASPXSpy,S0073
ASPXTool,S0073
Sakula,S0074
Sakurel,S0074
VIPER,S0074
reg.exe,S0075
Reg,S0075
FakeM,S0076
CallMe,S0077
Psylo,S0078
MobileOrder,S0079
Mivast,S0080
Elise,S0081
BKDR_ESILE,S0081
Page,S0081
Emissary,S0082
Misdat,S0083
Mis-Type,S0084
S-Type,S0085
ZLib,S0086
Hi-Zor,S0087
Kasidet,S0088
Black Energy,S0089
BlackEnergy,S0089
Rover,S0090
TadjMakhal,S0091
Epic,S0091
WorldCupSec,S0091
Wipbot,S0091
Tavdig,S0091
Agent.btz,S0092
Havex,S0093
Backdoor.Oldrea,S0093
Karagany,S0094
xFrost,S0094
Trojan.Karagany,S0094
ftp.exe,S0095
ftp,S0095
Systeminfo,S0096
Ping,S0097
T9000,S0098
Arp,S0099
arp.exe,S0099
ipconfig,S0100
ifconfig,S0101
nbtstat,S0102
route,S0103
netstat,S0104
dsquery,S0105
dsquery.exe,S0105
cmd.exe,S0106
cmd,S0106
Cherry Picker,S0107
netsh.exe,S0108
netsh,S0108
WEBC2,S0109
at.exe,S0110
at,S0110
schtasks.exe,S0111
schtasks,S0111
ROCKBOOT,S0112
Prikormka,S0113
BOOTRASH,S0114
MSIL/Crimson,S0115
Crimson,S0115
UACMe,S0116
X-Tunnel,S0117
XTunnel,S0117
XAPS,S0117
Trojan.Shunnael,S0117
Nidiran,S0118
Backdoor.Nidiran,S0118
Cachedump,S0119
Fgdump,S0120
Lslsass,S0121
Pass-The-Hash Toolkit,S0122
xCmd,S0123
Pisloader,S0124
Backdoor.Remsec,S0125
ProjectSauron,S0125
Remsec,S0125
ComRAT,S0126
BBSRAT,S0127
BADNEWS,S0128
AutoIt backdoor,S0129
Unknown Logger,S0130
TINYTYPHON,S0131
H1N1,S0132
Miner-C,S0133
Delphacy,S0134
Downdelph,S0134
HIDEDRV,S0135
USB Stealer,S0136
Win32/USBStealer,S0136
USBStealer,S0136
SOURFACE,S0137
Sofacy,S0137
CORESHELL,S0137
OLDBAIT,S0138
Sasfis,S0138
PowerDuke,S0139
Shamoon,S0140
Disttrack,S0140
Winnti for Windows,S0141
StreamEx,S0142
Flamer,S0143
sKyWIper,S0143
Flame,S0143
HAYMAKER,S0144
ChChes,S0144
Scorpion,S0144
DNSMessenger,S0145
POWERSOURCE,S0145
DNSMessenger,S0146
TEXTMATE,S0146
Pteranodon,S0147
Pterodo,S0147
Redaman,S0148
RTM,S0148
MoonWind,S0149
POSHSPY,S0150
HALFBAKED,S0151
EvilGrab,S0152
BUGJUICE,S0153
RedLeaves,S0153
Cobalt Strike,S0154
Cobalt Strike,S0154
WINDSHIELD,S0155
KOMPROGO,S0156
SOUNDBITE,S0157
PHOREAL,S0158
SNUGRIDE,S0159
certutil.exe,S0160
certutil,S0160
OSX.Sofacy,S0161
XAgentOSX,S0161
Komplex,S0162
Janicab,S0163
TDTESS,S0164
OSInfo,S0165
RemoteCMD,S0166
Matryoshka,S0167
WhiteBear,S0168
Gazer,S0168
DUEBREW,S0169
FIENDCRY,S0169
RawPOS,S0169
DRIFTWOOD,S0169
Helminth,S0170
Felismus,S0171
Reaver,S0172
FLIPSIDE,S0173
Responder,S0174
meek,S0175
Wingbird,S0176
Power Loader,S0177
Truvasys,S0178
MimiPenguin,S0179
Volgmer,S0180
FALLCHILL,S0181
FinFisher,S0182
FinSpy,S0182
Tor,S0183
POWRUNER,S0184
SEASHARPEE,S0185
DownPaper,S0186
Nioupale,S0187
Muirim,S0187
Daserf,S0187
Starloader,S0188
ISMInjector,S0189
BITSAdmin,S0190
Winexe,S0191
Pupy,S0192
Forfiles,S0193
PowerSploit,S0194
SDelete,S0195
ShellTea,S0196
PUNCHBUGGY,S0196
PSVC,S0197
PUNCHTRACK,S0197
NETWIRE,S0198
TURNEDUP,S0199
Dipsind,S0200
JPIN,S0201
adbupd,S0202
Aurora,S0203
HydraQ,S0203
Hydraq,S0203
MdmBot,S0203
Roarur,S0203
HidraQ,S0203
9002 RAT,S0203
HomeUnix,S0203
McRat,S0203
Homux,S0203
Briba,S0204
Naid,S0205
Wiarp,S0206
Vasport,S0207
Pasam,S0208
Darkmoon,S0209
Nerex,S0210
Linfo,S0211
CORALDECK,S0212
DOGCALL,S0213
HAPPYWORK,S0214
KARAE,S0215
POORAIM,S0216
SHUTTERSPEED,S0217
SLOWDRIFT,S0218
WINERACK,S0219
Chaos,S0220
Umbreon,S0221
CCBkdr,S0222
POWERSTATS,S0223
Powermud,S0223
Havij,S0224
sqlmap,S0225
Dofoil,S0226
Smoke Loader,S0226
spwebmember,S0227
NanHaiShu,S0228
AIRBREAK,S0229
Orz,S0229
ZeroT,S0230
Invoke-PSImage,S0231
HOMEFRY,S0232
MURKYTOP,S0233
Bandook,S0234
CrossRAT,S0235
Kwampirs,S0236
GravityRAT,S0237
Proxysvc,S0238
Bankshot,S0239
Trojan Manuscript,S0239
ROKRAT,S0240
RATANKBA,S0241
SynAck,S0242
DealersChoice,S0243
Comnie,S0244
BADCALL,S0245
HARDRAIN,S0246
NavRAT,S0247
yty,S0248
Gold Dragon,S0249
Koadic,S0250
Zekapab,S0251
Zebrocy,S0251
Brave Prince,S0252
RunningRAT,S0253
PLAINTEE,S0254
DDKONG,S0255
Mosquito,S0256
VERMIN,S0257
RGDoor,S0258
InnaputRAT,S0259
InvisiMole,S0260
Catchamas,S0261
QuasarRAT,S0262
xRAT,S0262
TYPEFRAME,S0263
OopsIE,S0264
Kazuar,S0265
TSPY_TRICKLOAD,S0266
Totbrick,S0266
TrickBot,S0266
GreyEnergy mini,S0267
FELIXROOT,S0267
Bisonal,S0268
QUADAGENT,S0269
RogueRobin,S0270
KEYMARBLE,S0271
NDiskMonitor,S0272
Socksbot,S0273
Calisto,S0274
UPPERCUT,S0275
ANEL,S0275
OSX/Keydnap,S0276
Keydnap,S0276
FruitFly,S0277
iKitten,S0278
OSX/MacDownloader,S0278
Proton,S0279
MirageFox,S0280
Dok,S0281
Retefe,S0281
MacSpy,S0282
Adwind,S0283
jBiFrost,S0283
Trojan.Maljava,S0283
Frutas,S0283
AlienSpy,S0283
JSocket,S0283
jRAT,S0283
Sockrat,S0283
Unrecom,S0283
jFrutas,S0283
More_eggs,S0284
SpicyOmelette,S0284
Terra Loader,S0284
SKID,S0284
Twitoor,S0302
Zeus Panda,S0330
Agent Tesla,S0331
Remcos,S0332
UBoatRAT,S0333
DarkComet,S0334
Krademok,S0334
DarkKomet,S0334
FYNLOS,S0334
Fynloski,S0334
Carbon,S0335
NanoCore,S0336
BadPatch,S0337
Cobian RAT,S0338
Micropsia,S0339
Octopus,S0340
Xbash,S0341
GreyEnergy,S0342
Exaramel for Windows,S0343
Azorult,S0344
Seasalt,S0345
OceanSalt,S0346
AuditCred,S0347
Roptimizer,S0347
Cardinal RAT,S0348
LaZagne,S0349
zwShell,S0350
Cannon,S0351
Backdoor.MacOS.OCEANLOTUS.F,S0352
OSX_OCEANLOTUS.D,S0352
NOKKI,S0353
Denis,S0354
Final1stspy,S0355
KONNI,S0356
Impacket,S0357
Ruler,S0358
Nltest,S0359
BONDUPDATER,S0360
Expand,S0361
Linux Rabbit,S0362
PowerShell Empire,S0363
Empire,S0363
EmPyre,S0363
RawDisk,S0364
Olympic Destroyer,S0365
WannaCry,S0366
WCry,S0366
WanaCrypt0r,S0366
WanaCrypt,S0366
WanaCry,S0366
Emotet,S0367
Geodo,S0367
Diskcoder.C,S0368
GoldenEye,S0368
NotPetya,S0368
Nyetya,S0368
ExPetr,S0368
Petrwrap,S0368
CoinTicker,S0369
SamSam,S0370
Samas,S0370
POWERTON,S0371
LockerGoga,S0372
Guildma,S0373
Astaroth,S0373
SpeakUp,S0374
Remexi,S0375
HOPLIGHT,S0376
Ebury,S0377
PoshC2,S0378
Revenge RAT,S0379
DROPSHOT,S0380
StoneDrill,S0380
FlawedAmmyy,S0381
ServHelper,S0382
FlawedGrace,S0383
Bugat v5,S0384
Dridex,S0384
LV,S0385
njRAT,S0385
Njw0rm,S0385
Bladabindi,S0385
Dreambot,S0386
PE_URSNIF,S0386
Gozi-ISFB,S0386
Ursnif,S0386
KeyBoy,S0387
YAHOYAH,S0388
JCry,S0389
SQLRat,S0390
HAWKBALL,S0391
PowerStallion,S0393
HiddenWasp,S0394
LightNeuron,S0395
EvilBunny,S0396
LoJax,S0397
HyperBro,S0398
RobbinHood,S0400
Exaramel for Linux,S0401
Crossrider,S0402
Zshlayer,S0402
OSX/Shlayer,S0402
esentutl.exe,S0404
esentutl,S0404
Machete,S0409
Pyark,S0409
Fysbis,S0410
ZxShell,S0412
Sensocode,S0412
MailSniper,S0413
BabyShark,S0414
BOOSTWRITE,S0415
RDFSNIFFER,S0416
GRIFFON,S0417
PoetRAT,S0428
Winnti for Linux,S0430
HotCroissant,S0431
Rifdoor,S0433
Imminent Monitor,S0434
PLEAD,S0435
TSCookie,S0436
Kivars,S0437
Attor,S0438
Okrum,S0439
PowerShower,S0441
VBShower,S0442
MESSAGETAP,S0443
ShimRat,S0444
ShimRatReporter,S0445
Ryuk,S0446
Lokibot,S0447
Rising Sun,S0448
Maze,S0449
SHARPSTATS,S0450
LoudMiner,S0451
USBferry,S0452
Pony,S0453
Cadelspy,S0454
Metamorfo,S0455
Casbaneiro,S0455
Aria-body,S0456
Netwalker,S0457
Ramsay,S0458
MechaFlounder,S0459
Get2,S0460
SDBbot,S0461
CARROTBAT,S0462
SYSCON,S0464
CARROTBALL,S0465
WindTail,S0466
TajMahal,S0467
Skidmap,S0468
ABK,S0469
BBK,S0470
build_downer,S0471
down_new,S0472
Avenger,S0473
BackConfig,S0475
Valak,S0476
Goopy,S0477
Ragnar Locker,S0481
Bundlore,S0482
OSX.Bundlore,S0482
IcedID,S0483
Carberp,S0484
Bonadan,S0486
Kessel,S0487
CrackMapExec,S0488
StrongPity,S0491
CookieMiner,S0492
GoldenSpy,S0493
RDAT,S0495
REvil,S0496
Sodin,S0496
Sodinokibi,S0496
Dacls,S0497
Cryptoistic,S0498
Chanitor,S0499
Hancitor,S0499
MCMD,S0500
PipeMon,S0501
Drovorub,S0502
Trinity,S0503
FrameworkPOS,S0503
Anchor_DNS,S0504
Anchor,S0504
ngrok,S0508
RegDuke,S0511
FatDuke,S0512
LiteDuke,S0513
WellMess,S0514
WellMail,S0515
SoreFang,S0516
Pillowmint,S0517
PolyglotDuke,S0518
SYNful Knock,S0519
BLINDINGCAN,S0520
BloodHound,S0521
KGH_SPY,S0526
CSPY Downloader,S0527
Javali,S0528
Melcoz,S0530
Grandoreiro,S0531
Lucifer,S0532
JackOfHearts,S0533
QueenOfClubs,S0533
SLOTHFULMEDIA,S0533
KEGTAP,S0534
Bazar,S0534
Team9,S0534
Bazaloader,S0534
HyperStack,S0537
Crutch,S0538
Spark,S0543
SharpStage,S0546
DropBook,S0547
AdFind,S0552
MoleNet,S0553
Egregor,S0554
Pay2Key,S0556
Solorigate,S0559
SUNBURST,S0559
TEARDROP,S0560
GuLoader,S0561
SUNSPOT,S0562
BlackMould,S0564
Raindrop,S0565
Dtrack,S0567
EVILNUM,S0568
Explosive,S0569
FriedEx,S0570
wp_encrypt,S0570
BitPaymer,S0570
Caterpillar WebShell,S0572
BendyBear,S0574
Conti,S0575
MegaCortex,S0576
SUPERNOVA,S0578
Waterbear,S0579
IronNetInjector,S0581
LookBack,S0582
Mespinoza,S0583
Pysa,S0583
AppleJeus,S0584
Kerrdown,S0585
TAINTEDSCRIBE,S0586
Penquin,S0587
Penquin_x64,S0587
Penquin 2.0,S0587
SUNSHUTTLE,S0588
GoldMax,S0588
Sibot,S0589
NBTscan,S0590
ConnectWise,S0591
ScreenConnect,S0591
RemoteUtilities,S0592
ECCENTRICBANDWAGON,S0593
Out1,S0594
EvilQuest,S0595
MacRansom.K,S0595
ThiefQuest,S0595
POISONPLUG.SHADOW,S0596
ShadowPad,S0596
GoldFinder,S0597
P.A.S. Webshell,S0598
Fobushell,S0598
Kinsing,S0599
Doki,S0600
Hildegard,S0601
Stuxnet,S0603
W32.Stuxnet,S0603
Industroyer,S0604
CRASHOVERRIDE,S0604
Win32/Industroyer,S0604
EKANS,S0605
SNAKEHOSE,S0605
Bad Rabbit,S0606
Win32/Diskcoder.D,S0606
Win32/KillDisk.NBB,S0607
Win32/KillDisk.NBH,S0607
Win32/KillDisk.NBI,S0607
Win32/KillDisk.NBC,S0607
KillDisk,S0607
Win32/KillDisk.NBD,S0607
Kido,S0608
Downadup,S0608
Conficker,S0608
TRITON,S0609
HatMan,S0609
TRISIS,S0609
SideTwist,S0610
Clop,S0611
WastedLocker,S0612
PS1,S0613
CostaBricks,S0614
SombRAT,S0615
DEATHRANSOM,S0616
HELLOKITTY,S0617
FIVEHANDS,S0618
AppleSeed,S0622
Siloscape,S0623
DESLoader,S0624
Ecipekac,S0624
HEAVYHAND,S0624
SigLoader,S0624
Cuba,S0625
HEAVYPOT,S0626
GreetCake,S0626
P8RAT,S0626
DelfsCake,S0627
dfls,S0627
DARKTOWN,S0627
SodaMaster,S0627
DILLJUICE stage2,S0628
FYAnti,S0628
RainyDay,S0629
Nebulae,S0630
Chaes,S0631
GrimAgent,S0632
Sliver,S0633
EnvyScout,S0634
BoomBox,S0635
VaporRage,S0636
NativeZone,S0637
Babyk,S0638
Vasa Locker,S0638
Babuk,S0638
Seth-Locker,S0639
Avaddon,S0640
Kobalos,S0641
BADFLICK,S0642
Peppy,S0643
ObliqueRAT,S0644
Wevtutil,S0645
SpicyOmelette,S0646
Turian,S0647
JSS Loader,S0648
SMOKEDHAM,S0649
QuackBot,S0650
QBot,S0650
Pinkslipbot,S0650
QakBot,S0650
BoxCaon,S0651
MarkiRAT,S0652
xCaon,S0653
ProLock,S0654
BLUELIGHT,S0657
OSX.DubRobber,S0658
XCSSET,S0658
Diavol,S0659
Clambling,S0660
FoggyWeb,S0661
RCSession,S0662
Soldier,S0663
HyperSSL,S0663
FOCUSFJORD,S0663
SysUpdate,S0663
Pandora,S0664
ThreatNeedle,S0665
Gelsemium,S0666
Gelsenicine,S0666
Gelsemine,S0666
Gelsevirine,S0666
Chrommme,S0667
TinyTurla,S0668
KOCTOPUS,S0669
Warzone,S0670
WarzoneRAT,S0670
Ave Maria,S0670
Tomiris,S0671
Zox,S0672
Gresim,S0672
ZoxRPC,S0672
ZoxPNG,S0672
DarkWatchman,S0673
CharmPower,S0674
AADInternals,S0677
Torisma,S0678
Ferocious,S0679
LitePower,S0680
Tirion,S0681
Lizar,S0681
TrailBlazer,S0682
Peirates,S0683
ROADTools,S0684
PowerPunch,S0685
QuietSieve,S0686
Cyclops Blink,S0687
Meteor,S0688
WhisperGate,S0689
Green Lambert,S0690
Neoichor,S0691
SILENTTRINITY,S0692
CaddyWiper,S0693
DRATzarus,S0694
Donut,S0695
Flagpro,S0696
HermeticWiper,S0697
Trojan.Killdisk,S0697
DriveSlayer,S0697
HermeticWizard,S0698
Mythic,S0699
Tarrask,S1011
PowerLess,S1012
ZxxZ,S1013
DanBot,S1014
Milan,S1015
James,S1015
OSX.CDDS,S1016
MacMa,S1016
DazzleSpy,S1016
OutSteel,S1017
Saint Bot,S1018
Shark,S1019
Kevin,S1020
DnsSystem,S1021
IceApple,S1022
CreepyDrive,S1023
CreepySnail,S1024
Amadey,S1025
Mongall,S1026
Heyoka Backdoor,S1027
Action RAT,S1028
AuTo Stealer,S1029
Squirrelwaffle,S1030
PingPull,S1031
PyDCrypt,S1032
DCSrv,S1033
StrifeWater,S1034
Small Sieve,S1035
GRAMDOOR,S1035
STARWHALE,S1037
CANOPY,S1037
Bumblebee,S1039
Rclone,S1040
Chinoxy,S1041
SUGARDUMP,S1042
ccf32,S1043
FunnyDream,S1044
PowGoop,S1046
Mori,S1047
macOS.OSAMiner,S1048
SUGARUSH,S1049
PcShare,S1050
KEYPLUG.LINUX,S1051
KEYPLUG,S1051
DEADEYE,S1052
DEADEYE.EMBED,S1052
DEADEYE.APPEND,S1052
AvosLocker,S1053
Prestige,S1058
metaMain,S1059
Mafalda,S1060
BRc4,S1063
Brute Ratel C4,S1063
SVCReady,S1064
Woody RAT,S1065
DarkTortilla,S1066
ALPHV,S1068
BlackCat,S1068
Noberus,S1068
Black Basta,S1070
Rubeus,S1071
Industroyer2,S1072
Royal,S1073
ANDROMEDA,S1074
KOPILUWAK,S1075
Tunnus,S1076
QUIETCANARY,S1076
RotaJakiro,S1078
BADHATCH,S1081
QUIETEXIT,S1084
Sardonic,S1085
Snip3,S1086
AsyncRAT,S1087
Disco,S1088
SharpDisco,S1089
NightClub,S1090
Pacu,S1091
Cheerscrypt,S1096
HUI Loader,S1097
Samurai,S1099
Ninja,S1100
LoFiSe,S1101
Pcexter,S1102
SLOWPULSE,S1104
COATHANGER,S1105
NGLite,S1106
NKAbuse,S1107
PULSECHECK,S1108
PACEMAKER,S1109
SLIGHTPULSE,S1110
DarkGate,S1111
STEADYPULSE,S1112
RAPIDPULSE,S1113
ZIPLINE,S1114
GIFTEDVISITOR,S1115
WIREFIRE,S1115
WARPWIRE,S1116
GLASSTOKEN,S1117
BUSHWALK,S1118
LIGHTWIRE,S1119
FRAMESTING,S1120
LITTLELAMB.WOOLTEA,S1121
Mispadu,S1122
PITSTOP,S1123
SocGholish,S1124
FakeUpdates,S1124
AcidRain,S1125
Akira,S1129
Ngrok,S9000
Data Obfuscation,T1001
Data Obfuscation Mitigation,T1001
Junk Data,T1001.001
Steganography,T1001.002
Protocol Impersonation,T1001.003
Data Compressed,T1002
Data Compressed Mitigation,T1002
Credential Dumping Mitigation,T1003
OS Credential Dumping,T1003
LSASS Memory,T1003.001
Security Account Manager,T1003.002
NTDS,T1003.003
LSA Secrets,T1003.004
Cached Domain Credentials,T1003.005
DCSync,T1003.006
Proc Filesystem,T1003.007
/etc/passwd and /etc/shadow,T1003.008
Winlogon Helper DLL Mitigation,T1004
Winlogon Helper DLL,T1004
Data from Local System,T1005
Data from Local System Mitigation,T1005
File System Logical Offsets Mitigation,T1006
Direct Volume Access,T1006
System Service Discovery Mitigation,T1007
System Service Discovery,T1007
Fallback Channels,T1008
Fallback Channels Mitigation,T1008
Binary Padding,T1009
Binary Padding Mitigation,T1009
Application Window Discovery Mitigation,T1010
Application Window Discovery,T1010
Exfiltration Over Other Network Medium Mitigation,T1011
Exfiltration Over Other Network Medium,T1011
Exfiltration Over Bluetooth,T1011.001
Query Registry,T1012
Query Registry Mitigation,T1012
Port Monitors,T1013
Port Monitors Mitigation,T1013
Rootkit Mitigation,T1014
Rootkit,T1014
Accessibility Features,T1015
Accessibility Features Mitigation,T1015
System Network Configuration Discovery,T1016
System Network Configuration Discovery Mitigation,T1016
Internet Connection Discovery,T1016.001
Wi-Fi Discovery,T1016.002
Application Deployment Software Mitigation,T1017
